16
4 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
4 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 5 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
5 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
6 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
 0 36  1 70  2 45  3 91  4 35 
6 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
 0 55  1 64  2 20  3  9  4 98 
 7 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
 0 36  1 70  2 45  3 91  4 35 
 0 53  1 99  2 60  3 13  4 53 
7 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
 0 55  1 64  2 20  3  9  4 98 
 0 54  1 47  2 61  3 30  4 94 
 8 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
 0 36  1 70  2 45  3 91  4 35 
 0 53  1 99  2 60  3 13  4 53 
 0 38  1 60  2 23  3 59  4 41 
8 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
 0 55  1 64  2 20  3  9  4 98 
 0 54  1 47  2 61  3 30  4 94 
 0 63  1 68  2 93  3 11  4 33 
 9 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
 0 36  1 70  2 45  3 91  4 35 
 0 53  1 99  2 60  3 13  4 53 
 0 38  1 60  2 23  3 59  4 41 
 0 27  1  5  2 57  3 49  4 69 
9 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
 0 55  1 64  2 20  3  9  4 98 
 0 54  1 47  2 61  3 30  4 94 
 0 63  1 68  2 93  3 11  4 33 
 0 23  1 54  2 36  3 92  4 77 
 10 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
 0 36  1 70  2 45  3 91  4 35 
 0 53  1 99  2 60  3 13  4 53 
 0 38  1 60  2 23  3 59  4 41 
 0 27  1  5  2 57  3 49  4 69 
 0 87  1 56  2 64  3 85  4 13
10 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
 0 55  1 64  2 20  3  9  4 98 
 0 54  1 47  2 61  3 30  4 94 
 0 63  1 68  2 93  3 11  4 33 
 0 23  1 54  2 36  3 92  4 77 
 0 45  1  9  2 47  3 63  4 31
11 5
 0 54  1 79  2 16  3 66  4 58 
 0 83  1  3  2 89  3 58  4 56 
 0 15  1 11  2 49  3 31  4 20 
 0 71  1 99  2 15  3 68  4 85 
 0 77  1 56  2 89  3 78  4 53 
 0 36  1 70  2 45  3 91  4 35 
 0 53  1 99  2 60  3 13  4 53 
 0 38  1 60  2 23  3 59  4 41 
 0 27  1  5  2 57  3 49  4 69 
 0 87  1 56  2 64  3 85  4 13
 0 76  1  3  2  7  3 85  4 86 
11 5
 0 26  1 59  2 78  3 88  4 69 
 0 38  1 62  2 90  3 54  4 30 
 0 27  1 44  2 64  3 47  4 61 
 0 88  1 10  2 49  3 83  4 35 
 0 95  1 23  2 47  3 84  4 53 
 0 55  1 64  2 20  3  9  4 98 
 0 54  1 47  2 61  3 30  4 94 
 0 63  1 68  2 93  3 11  4 33 
 0 23  1 54  2 36  3 92  4 77 
 0 45  1  9  2 47  3 63  4 31
 0 86  1 30  2 70  3 62  4 54 
